ID,Dialogue_id,Utterance_id,Speaker,Sentence
64,1,22,调解阿姨,我，说到哪儿了？
65,1,23,被家暴男,抽大烟
66,1,24,被家暴男,我说，咱们呀，还是回去私了吧我说，我真没，
67,1,25,被家暴男,得得得，我豁出去再跪一回暖气片儿，行不行？
68,1,26,家暴女,我量你也有这贼心，没这贼胆儿
69,1,27,家暴女,好啊，今天碰着了这么一个真“聋”天子啊
70,1,28,家暴女,好吧
71,2,0,孟朝阳,贾小姐，请您一定得原谅我我实在是因为一时糊涂所以，
72,2,1,孟朝阳,您就狠狠地狠狠地批评我吧
73,2,2,小凡,我批评得着你么我根本就不认识你
74,2,3,孟朝阳,您这么说就不实事求是了吧咱俩今天下午刚在这儿认识的么
75,2,4,孟朝阳,再说我哥哥还当过您的老师呢
76,2,5,小凡,那孟老师来找你来干嘛的咱们俩事先讲清楚没有
77,2,6,小凡,凭什么你到我家又变卦了
78,2,7,小凡,你要是搅黄了我出国的事儿  你负得起负责么
79,2,8,孟朝阳,我不是这意思
80,2,9,孟朝阳,我就是 我就是舍不得你走
81,2,10,小凡,奇怪，你凭什么舍不得我走啊我跟你有什么关系
82,2,11,孟朝阳,怎么就没有关系呀
83,2,12,孟朝阳,现在是没什么关系，那以后就不兴有那么点儿
84,2,13,孟朝阳,你怎么就不明白呀
85,2,14,小凡,我当然不明白了
86,2,15,孟朝阳,我的意思是说从古至今，这弄假成真的事儿也不少了
87,2,16,孟朝阳,你还用我一一地给你举出例子来么
88,2,17,小凡,弄假成真噢 明白了
89,2,18,小凡,我现在根本就不想考虑这些问题
90,2,19,孟朝阳,你怎么就不能考虑考虑呢
91,2,20,小凡,我记得有一位大人物曾经说过
92,2,21,小凡,我们现在都还年轻应该把主要精力放在工作和学习上嘛
93,2,22,小凡,过早就考虑这些问题是没有什么好处的
94,2,23,孟朝阳,这是谁说的！
95,2,24,孟朝阳,我当面我就敢骂他！
96,2,25,孟朝阳,他懂什么呀他
97,2,26,孟朝阳,不对，我怎么听着这话有点耳熟呀这话
98,2,27,孟朝阳,是不是我今天下午在你们家说来着
99,2,28,小凡,知道就好
100,2,29,孟朝阳,这么说吧贾小姐就是 假如您要是考虑这个问题的话我是不是还有点儿希望
101,2,30,孟朝阳,你也别不好意思你就大大方方地告诉我
102,2,31,小凡,我有什么不好意思的我告诉你
103,2,32,小凡,行，你先站稳了我告诉你
104,2,33,孟朝阳,行，您您您您说吧
105,2,34,孟朝阳,我记着离这儿不远有条小河估计也就有一人多深
106,2,35,孟朝阳,反正我也不会游泳您看，您该怎么说您就说吧
107,2,36,小凡,我从来就没见过像你这么赖的人
108,2,37,小凡,离我远点儿！
109,2,38,小凡,告诉你啊，看在孟教师面子上我这次不跟计较了，再给你一次机会
110,2,39,小凡,你到我家去，替我挽回损失
111,2,40,孟朝阳,没问题！您让我干什么都没问题！
112,2,41,孟朝阳,但是您得告诉你，我到底有没有希望
113,2,42,孟朝阳,希望！您就给我点儿希望还不行么
114,2,43,孟朝阳,这人要是没希望，活着多没劲呢
115,2,44,小凡,那你让我怎么说呀将来的事儿谁能说的准啊
116,2,45,小凡,在这个世界上，什么事儿都有可能发生
117,2,46,小凡,所以，不能说你一点儿希望都没有
118,2,47,孟朝阳,成嘞！要的就是这句话
119,2,48,孟朝阳,你不能说我没希望那就是说我有希望啦！
120,2,49,孟朝阳,你就放心吧，你就放心地去美国吧
121,2,50,孟朝阳,我等到你八十岁我也等着你
122,2,51,小凡,我根本就不是这个意思！
123,2,52,孟朝阳,你也别瞒着腋着了 你的意思我明白了你就放心地去吧！
124,2,53,小凡,我放心地了么我！
125,2,54,小凡,我你你你千万别等我，我根本就不，
126,2,55,孟朝阳,我告诉你男子汉说话算数我说等你我一定等你
127,2,56,小凡, 你让我解释清楚
128,2,57,孟朝阳,这有什么可解释清楚的呀
129,2,58,孟朝阳,天儿不早了我也该回家了，明儿见！
130,2,59,小凡,不行不行不行  你让我把话说完！
131,2,60,孟朝阳,天这么晚了又是在公园儿里拉拉扯扯你让人看见这多不好啊
132,2,61,孟朝阳,知道的，咱俩是谈恋爱的
133,2,62,孟朝阳,不知道的，还以为我抢你钱包儿了
134,2,63,小凡,谁跟你谈恋爱了！
135,2,64,孟朝阳,你的意思是说咱俩不用谈就定了那多不合适啊
136,2,65,孟朝阳,咱们怎么着也得有一个了解的过程啊
137,2,66,孟朝阳,你不跟我谈，我还得跟你谈呢
138,2,67,小凡,谁不跟你谈了啊
139,2,68,小凡,我我是要跟你谈，我不是要跟你谈， 我
140,2,69,小凡,我，我，急死我啦！
141,3,0,傅明,岂有此理我在外面儿开计划生育工作会议
142,3,1,傅明,你们倒把超生游击队给搞到家里头来了说 谁的主谋谁的胁从
143,3,2,志国,我揭发主谋是和平还有朝阳和圆圆一块儿干的
144,3,3,志国,我一直和他们坚持面对面的斗争
145,3,4,傅明,为什么不早向我汇报呢
146,3,5,志国,我不是看您这两天开会挺忙的么
147,3,6,傅明,再忙能够忙过这件事情吗我在外面开会也是为了计划生育嘛
148,3,7,志国,再说我也怕您听了生气呀我开始觉得他们弄不起来
149,3,8,志国,后来谁知他们越弄越当真了我一看情况比较严重这不就赶紧向您反映啦
150,3,9,傅明,说说他们在具体计划什么
151,3,10,志国,开始是想冒充少数民族
152,3,11,傅明,怪不得和平这几天她总是跟我打听呢
153,3,12,志国,后来又想用假离婚的方法
154,3,13,傅明,这简直是骇人听闻嘛
155,3,14,志国,还说 实在不行就干脆到农村愣生下来
156,3,15,傅明,哼 这简直还有没有王法了
157,3,16,志国,现在又想让圆圆
158,3,17,傅明,不要再说下去了我现在就上街道还有和平他们单位去反映情况
159,3,18,志国,哎 爸爸爸爸我看咱这家丑就别外扬了我看咱们是不是就给他们内部处理
160,3,19,傅明,不行这还能算家丑吗
161,3,20,傅明,国家提倡一对夫妇生一个这是我们的基本国策
162,3,21,傅明,这人人都知道嘛
163,3,22,傅明,亏你还是国家干部要不是看你刚才主动地揭发问题我本应该也上你们单位去反映反映
164,3,23,志国,哎 别别别您可千万别我先上班吧我
165,3,24,傅明,不像话 十分不像话非常的不像话
166,4,0,和平,爸，爸，爸赶紧瞅瞅去对面儿搬来人啦
167,4,1,和平,妈呀  可了不得啦
168,4,2,和平,好家伙  哎哟
169,4,3,和平,组合音响，分体空调，水晶吊灯，三角钢琴
170,4,4,和平,人介家，连个打醋的瓶子都玛瑙的
171,4,5,傅明,见过什么呀你
172,4,6,和平,我还是真没见过
173,4,7,和平,那老先生，穿戴的那叫一帅气老太太捣赤的那叫一精神
174,4,8,和平,手挽着手，解小车儿里这么一迈
175,4,9,和平,嘿，有点儿美国总统和夫人那意思
176,4,10,傅明,胡说八道！美国总统能住到咱们对门儿去
177,4,11,傅明,找我碎他呢
178,4,12,和平,刚来，就挨门厅里就摆上个自助餐了
179,4,13,和平,拌沙拉，炸虾仁儿，意大利空心面满满一桌子，原本是给搬家工人吃的
180,4,14,和平,知道我住对面儿，非让我吃几口
181,4,15,和平,吃的我这叫渴！
182,4,16,傅明,嗨你怎么能够随便吃人家的东西嘛
183,4,17,和平,这怎么叫随便吃的呢
184,4,18,和平,爸，搬到这楼里来的必定都是您局里的人 这是您局里宿舍啊
185,4,19,和平,甭管人家乐意不乐意我都得管人叫声伯父吧
186,4,20,傅明,啊对对对
187,4,21,和平,听说那老头儿，是原来您局里一总工程师叫胡什么
188,4,22,傅明,老胡胡学范
189,4,23,和平,欸 就是他
190,4,24,傅明,这个老家伙他怎么搬过来啦
191,4,25,和平,爸 您认识他
192,4,26,傅明,我怎么不认识
193,4,27,傅明,他就是扒了皮抽了筋化成灰冒了烟儿
194,4,28,和平,您怎么这么处置人家呀
195,4,29,和平,您就不盼人点儿好
196,4,30,和平,真是，听您这话里话外的，您跟他仇不小啊嘿
197,4,31,傅明,倒也不是什么个人恩怨主要还是工作上的问题
198,4,32,傅明,尤其是我看不惯他那个作风
199,4,33,傅明,仗着他留了两年洋，混了个什么博士你看他那个趾高气扬的样子
200,4,34,傅明,有的时候啊，甚至连我这个领导都不放在眼睛里
201,4,35,和平,还是个人恩怨
202,4,36,圆圆,妈妈妈（唉）
203,4,37,圆圆,对门儿那家儿，摆了满满一大桌子好吃的招呼咱去呐
204,4,38,和平,赶紧我告诉你，就吃沙拉 沙拉最好（小桂阿姨）
205,4,39,傅明,都给我回来！
206,4,40,傅明,我宣布，从今天起，谁也不准到对门儿去
207,4,41,傅明,为什么 不为什么！就是不准去！
208,4,42,傅明,若是非要想去的话很简单  干脆就不要回来啦！
209,4,43,和平,不许去！不许去 不许，
210,5,0,和平,哎，哎，哎！来啦！小张，开门去谁啊？怎么那么没礼貌呀！你按门铃你就别敲门啦
211,5,1,管道工人,过来工徒这个公共浴室是在这儿吗？
212,5,2,和平,您找谁呀？
213,5,3,管道工人,木错，就是这个老同志交的定金过去吧这个。上水道下水道连窗户带门，先给额砸（好嘞，）
214,5,4,志国,哎哎哎！，爸，您说句话呀！您不能看着国家财产这么毁于一旦呀（真是呀！爸！）
215,5,5,傅明,额。额。工人同志们！我们家这个事还没有最后研究好
216,5,6,管道工人,啊！木商量好啊，好，你们先商量商量额们可不等，额们是包工活儿啊
217,5,7,小凡,哎哎哎，哎，你们回去吧，我们不施工啦
218,5,8,管道工人,不施工？那订金都交嘞，
219,5,9,和平,哎呦，爸！您怎么连订金都交了（真是啊！）订金我们不要了，您回去吧
220,5,10,管道工人,哎，订金要不要，你们去找领导额们是干一天工拿一天钱，砸！
221,5,11,小凡,哎，！先别砸，先别砸。我们还没。
222,5,12,地板工人,哎！你们这儿哈是铺地板吧？喔，哎，对对对！是这个老同志你给滴钱咱们先铺哪儿个屋啊？要不先铺。这个过道哩，练练手艺
223,5,13,地板工人,来啊，（哎）把这个花砖儿地呀给我统统滴给砸喽！
224,5,14,志国,哎，！不能砸呀！要了命啦，受不了啦！
225,5,15,家具工人,打家具是这儿吗？呦，是这个老头儿交滴钱您是先打床呀是先打柜子？
226,5,16,家具工人,来呀！把这些废东西都给扔出去
227,5,17,志国,哎呦，别介，师傅，您等会，这可不能扔这，不能不能，这坚决不能，坚决不能，啊，不！
228,5,18,建筑工人,是谁找我们凿墙的呀？
229,5,19,和平,啊？
230,5,20,建筑工人,先凿哪儿面儿啊？
231,5,21,和平,凿什么呀？
232,5,22,建筑工人,凿墙啊！是三面儿都凿喽还是留下一面儿啊？
233,5,23,建筑工人,来来来，先把这三面儿墙凿了再说哎！想着给人介留下个门儿
234,5,24,圆圆,这我看不用留了，墙都凿了还留门儿干嘛
235,5,25,志新,哎，我说这大早上起来怎么了？这都什么人啊这是！
236,5,26,志新,都给我住手！你们是憋着要毁我们家是吧？
237,5,27,志新,我跟你们拼了我！
238,5,28,志新,我给你说，你给我出去
239,5,29,傅明,快。快打。快打！
240,5,30,和平,号码是多少啊？
241,5,31,傅明,110！
242,6,0,志国,哎哟真是虚惊一场啊
243,6,1,和平,志新跟爸他们呢怎么还不来吃饭
244,6,2,志国,睡觉去啦
245,6,3,志国,昨儿晚上一直忙乎到现在就给你忙后事呢
246,6,4,志国,哎呀我陪你呆会儿我也得躺会去
247,6,5,志国,唉不行我还不能睡
248,6,6,志国,我还得给你料理后事
249,6,7,和平,我都活过来了还料理什么后事呀
250,6,8,志国,你活过来比你死的后事还多
251,6,9,志国,我得赶紧打电话什么医院  街道  派出所还有你们单位
252,6,10,保姆小张,-大哥    -啊有人给咱家送花圈来啦
253,6,11,志国,你看看  事儿来了吧
254,6,12,和平,没事儿  没事儿我跟他们解释解释
255,6,13,志国,哎哟别介你再吓着人家
256,6,14,志国,不行你赶紧还是回那儿躺着去吧你
257,6,15,和平,噢 对
258,6,16,保姆小张,来
259,7,0,孟朝阳,呦 嫂子哎圆圆回来了吗
260,7,1,和平,没有呢
261,7,2,孟朝阳,我跟她约好啦
262,7,3,和平,嗯 你约她她这岁数可受法律保护
263,7,4,孟朝阳,您瞧您净开玩笑我约她有急事儿我表姐下月要生孩子了
264,7,5,和平,哦 让她看孩子去她连自个儿还都看不好哪
265,7,6,和平,这样得了跟你表姐说说问问她愿意不愿意多掏点儿钱我帮她看去得了
266,7,7,和平,女同志到了姆们这岁数就喜欢孩子吃多大苦受多大累倒贴钱都乐意
267,7,8,孟朝阳,啊对 我表姐也这么说
268,7,9,孟朝阳,嫂子您看我表姐要生孩子我总该有点儿表示吧
269,7,10,和平,那是
270,7,11,孟朝阳,可是我最近手头有点儿紧
271,7,12,孟朝阳,我看圆圆那屋有个小床她这辈子肯定是用不着啦搁着也挺碍事儿的
272,7,13,孟朝阳,您看是不是
273,7,14,和平,不怕贼偷就怕贼惦记着不就一小床吗 拿走
274,7,15,孟朝阳,唉
275,7,16,和平,唉唉 慢着你表姐不是那孩子都上初中了吗怎么还生啊
276,7,17,孟朝阳,忘了跟您介绍了我表姐夫啊是鄂伦春族他们少数民族可以生俩
277,7,18,孟朝阳,嫂子我可就不等圆圆啦我先把小床搬走了啊
278,7,19,和平,你等会儿谁说那小床姆们不用啦万一姆们家也添一孩子哪
279,7,20,孟朝阳,您是说我跟小凡
280,7,21,孟朝阳,那我们怎么着也得再等个一年两年的啊上级不是号召晚婚晚育嘛
281,7,22,和平,你呀你等一辈子也不准能等得上
282,7,23,和平,没说你说我自个儿哪
283,7,24,孟朝阳,-您自个儿      -嗯别介啊 嫂子您要舍不得那小床您就直说我不要了还不成吗
284,7,25,孟朝阳,您可别吓唬我
285,7,26,和平,吓唬你干什么呀又没你责任
286,7,27,孟朝阳,那当然我分析啊这十九八九是我大哥的责任
287,7,28,和平,嗯 你分析的还真对啊废话什么叫十九八九啊百分之百是他的责任
288,7,29,和平,我告诉你吧我这辈子嫁给他我算倒了霉了我
289,7,30,孟朝阳,那您嫁谁算不倒霉呀
290,7,31,和平,你瞅你表姐人一嫁 嫁一鄂伦春族
291,7,32,和平,十多年前的事儿了吧这个你瞧人家多有超前意识多有战略眼光人到现在 人一生能生俩
292,7,33,孟朝阳,那是 人家少数民族受照顾
293,7,34,和平,他少数民族姆们也少数民族啊
294,7,35,和平,我妈她们娘家 满族要不说我姓‘和’嘛我随我妈姓‘和’嘛你们汉族有姓‘和’的么
295,7,36,孟朝阳,要说姓共和国这‘和’字的还真没听说过
296,7,37,和平,那可不
297,7,38,和平,可惜啊我是姓着我妈的姓儿民族随我爸的
298,7,39,和平,后来呢又嫁给你们汉族我告诉你我这步棋我走错大发了我
299,7,40,和平,按说姆们跟你们那是有亡国灭种之恨不共戴天之仇
300,7,41,孟朝阳,我说嫂子您怎么越说越远啦这不民族大团结吗
301,7,42,孟朝阳,再说老爷子以前没跟您念叨过他们家也是满族
302,7,43,和平,嗯 没有啊他就老说他们是革命大家庭跟姆们封建贵族势不两立
303,7,44,和平,怎么着啊 也是满族
304,7,45,孟朝阳,我听小凡跟我念叨过那么一两句也没准儿她蒙我呢
305,7,46,和平,朝阳你说你嫂子哈我也是奔四张的人了
306,7,47,和平,身边呢就一圆圆三岁看到老
307,7,48,和平,你说她现在她跟谁最亲
308,7,49,孟朝阳,那除了您就属我了吧
309,7,50,和平,你 美死你四大天王是她活祖宗
310,7,51,和平,你说我好歹也算个名演员了吧我你要问她你妈是唱什么的她愣告诉 她不好意思
311,7,52,和平,你说这将来回来再带来个着三不着两的男朋友这孩子 整个儿一白养
312,7,53,孟朝阳,您也不能那么绝对啦那万一将来她要找个像我这么优秀的
313,7,54,和平,像你
314,7,55,孟朝阳,啊
315,7,56,和平,那还不如白养呢
316,7,57,和平,今儿我是下了决心了我
317,7,58,孟朝阳,您下决心就好办您愣生一个还怕养不活吗
318,7,59,孟朝阳,就咱家这条件别说养活一孩子了就说养活一大象也有富裕
319,8,0,圆圆,小张阿姨，你说阿荣是不是天下最英俊的男人啊
320,8,1,保姆小张,要我说哩，他不如咱的蔡国庆
321,8,2,圆圆,唉，可惜你年纪轻轻这种眼光看来你真得加强学习了
322,8,3,和平,圆圆，圆圆你怎么回事儿啊你。三门考试你都不及格啊你
323,8,4,和平,啊  原来你的学习一落千丈就是好这口闹的
324,8,5,和平,说，这大头子是谁呀
325,8,6,圆圆,他不是大头，他是天皇巨星张国荣
326,8,7,和平,天皇  日本人  我记得上回来那天皇是老头儿啊怎么这么年青了
327,8,8,圆圆,妈，看来你也得加强学习了连香港歌星张国荣都不知道是谁啊
328,8,9,和平,嗯，偶像  崇拜上他了
329,8,10,和平,喜欢上他了  迷恋上他了你
330,8,11,圆圆,妈，你看你想哪儿去了跟你说，其实根本就不是什么崇拜也根本不是什么喜欢迷恋
331,8,12,圆圆,其实很简单，我就是爱上他了
332,8,13,和平,嗯！贾志国，孩子他爹，过来过来过来
333,8,14,志国,怎么了又闹耗子了又闹耗子了
334,8,15,和平,比闹耗子还厉害呐，你闺女爱上这位了！
335,8,16,志国,长的还不错，就是岁数不大合适啊
336,8,17,和平,就是，啊去！
337,8,18,和平,老贾同志我告诉你啊你们家小贾同志的堕落就是由于你放松了家长签字开始的
338,8,19,和平,身为家长，我有权告诉你，不许爱他！
339,8,20,志国,不过我们完全可以再加一个字儿把爱字儿，变成爱好嘛，是不是，乖
340,8,21,志国,你现在还没有成年对你来说，目前最重要的是什么呀
341,8,22,圆圆,香港的张国荣的亲笔签名
342,8,23,志国,对，不对！是眼下的期末考试
343,8,24,志国,那爱好应该放在业余时间，是不是啊你必须先搞好成绩，搞好期末考试
344,8,25,志国,然后再搞张国荣，搞他的亲笔签名！
345,8,26,志国,我相信，张国荣肯定不喜欢那不爱读书的歌迷
346,8,27,和平,嗳，
347,8,28,志国,他大概就是因为没好好读书到现在只能靠卖唱为生了，是不是
348,8,29,圆圆,据我所知，他是在英国念的大学
349,9,0,圆圆,嘘 快八点了现在开始倒计时十九八七六五
350,9,1,孟朝阳,五四三二一开始
351,9,2,孟朝阳,今晚八时整著名法师孟朝阳准时到达一家姓傅的人家开始从事驱鬼跳神看风水等一系列民俗文化活动皇天后祖 足息保佑
352,9,3,傅明,朝阳我现在必须得认真跟你谈一谈
353,9,4,孟朝阳,伯父 我这是工作时间忙 没工夫跟您聊嗯 等我工作完了的
354,9,5,志国,哼 工作
355,9,6,和平,朝阳就这两天呐我们家出了一系列的怪事儿 昨个晚上
356,9,7,孟朝阳,病家不用开口便知病情根源
357,9,8,和平,嘿 神了 神了
358,9,9,圆圆,妈 我今天晚上告诉他的
359,9,10,和平,嗨
360,9,11,圆圆,朝阳叔叔怎么就你一人儿来了不是一大公司呢么
361,9,12,孟朝阳,区区小事孟某一人足矣
362,9,13,志国,不是朝阳啊你打算在我们家搞什么名堂啊
363,9,14,孟朝阳,这就看您要什么了驱鬼跳神看风水每项二十 全活儿优惠您就给五十块钱就齐了
364,9,15,志国,你还真敢收钱啊你啊
365,9,16,孟朝阳,这是我们对外的营业价对咱家只收成本
366,9,17,志国,成本也不行
367,9,18,和平,多少啊
368,9,19,孟朝阳,那我就尽义务了
369,9,20,和平,嗳 兹不收钱 给咱来个全活儿
370,9,21,孟朝阳,您就擎好儿呗我先给咱家看看风水
371,10,0,傅明,和平这一段儿身体不好是事实但总不至于一下子要死要活吧
372,10,1,傅明,我看主要的毛病还是出在这里
373,10,2,傅明,这个今天上医院医生怎么说的
374,10,3,志国,从检查结果上看也就是血压低点儿心跳快点儿没什么大毛病
375,10,4,傅明,那个什么狂犬病应该排除了吧
376,10,5,志国,完全可以排除了
377,10,6,志国,医生说要能够潜伏18年那简直是世界之最
378,10,7,志国,一万个患者里边也找不出一个
379,10,8,傅明,要是这样的话和平总该把心给放下来了
380,10,9,志国,可她还是不相信
381,10,10,志国,她非得说我跟大夫串通好了一起安慰她
382,10,11,志国,还说她最多也活不过明天晚上啦
383,10,12,志新,嫂子这几天闹腾什么呢这是
384,10,13,志新,呆会儿我抽空儿跟她谈谈
385,10,14,傅明,群策群力嘛我们大家一起跟她谈
386,10,15,傅明,志国啊让和平过来坐坐
387,10,16,傅明,她都躺一天啦
388,10,17,保姆小张,我要做晚饭了
389,10,18,保姆小张,问问大姐想吃啥子我给她单做
390,10,19,志新,唉唉别别免了吧  免了
391,10,20,志新,听说过这句话吗
392,10,21,志新,凡是病人没救了大夫总爱说这句
393,10,22,志新,他想吃点儿什么就给做点儿什么吧
394,10,23,志新,这不咒人家吗
395,11,0,傅明,嗯，这个鱼香肉丝的味道很正宗嘛，谁炒的？
396,11,1,保姆小桂,俺
397,11,2,保姆小桂,俺调的料
398,11,3,保姆小兰,我掌的勺
399,11,4,志国,这米饭可硬了点儿，谁闷的？
400,11,5,保姆小桂,她
401,11,6,保姆小桂,她放的的水
402,11,7,保姆小兰,她看的表
403,11,8,和平,这这汤谁做的呀？
404,11,9,保姆小兰,味道咋样儿呀？
405,11,10,和平,不是  谁做的呀先说
406,11,11,保姆小桂,说不好
407,11,12,志国,这有俩保姆这感觉是不一样啊
408,11,13,志国,唉小兰，我派你上我屋把我那茶杯拿来
409,11,14,保姆小兰,嗯
410,11,15,圆圆,唉唉，那儿
411,11,16,和平,小桂呀，给我上客厅给我把电视报给我拿来
412,11,17,保姆小桂,中
413,11,18,傅明,我看呐，保姆这个事儿还得赶紧定下来
414,11,19,傅明,这么下去非把你们俩，非把咱们们家都给惯坏了不可
415,11,20,小凡,我喜欢小桂长的有点儿像我们班那沈旭佳那意思
416,11,21,志国,是吧
417,11,22,小凡,爸，我要小桂，留小桂吧
418,11,23,志国,唉，对哈
419,11,24,和平,什么呀？小兰多好啊又老实又朴实又勤快
420,11,25,志国,那也不能光考虑这，
421,11,26,志国,我就随便说说哈留谁不留呀听你们的由你们
422,11,27,和平,爸您拿主意
423,11,28,圆圆,您让我爷爷拿主意啊，他有主意么？他要真有主意他能把俩都带咱们家来？
424,11,29,圆圆,我做主了，啊，留下小桂阿姨
425,11,30,志国,那只好听圆圆的了
426,11,31,傅明,圆圆   我也倾向圆圆的意见
427,11,32,和平,她一小孩子哪能听她的呀，听我的就留小兰了
428,11,33,圆圆,爷爷您看我妈呀
429,11,34,傅明,啊这个这个，我看这样儿吧今天天也晚了，总得留她们住下吧
430,11,35,傅明,那就明天继续考察
431,12,0,和平,爸
432,12,1,傅明,不像话
433,12,2,志新,都走了吗？
434,12,3,小凡,走啦
435,12,4,志新,有本事别走啊你们
436,12,5,傅明,你们是怎么搞的嘛
437,12,6,志新,什么叫我们怎么搞的？您是怎么搞的？
438,12,7,志新,今儿亏了我在家七个打我一个
439,12,8,傅明,教训啊教训错误和挫折教训了我们使我们比较的聪明起来任何政党，任何个人错误总是难免的
440,12,9,志新,说了半天您说什么呐要想承认错误痛痛快快的
441,12,10,傅明,今天这个事情当然喽主要的责任
442,12,11,傅明,还是在我
443,12,12,傅明,错误和挫折我刚才说到哪儿了？
444,12,13,志国,您说错误总是难免的
445,12,14,小凡,爸，爸您甭在这儿难受了您要是想让我们大家原谅你恐怕也难
446,12,15,小凡,您还不如咬紧牙关坚持错误死不改悔呢我去学校了
447,12,16,傅明,不不不不
448,12,17,傅明,我对自己的要求从来都是严格的
449,12,18,和平,爸，您说什么呐？您满屋子瞅瞅哪个不是您的儿女
450,12,19,和平,除了小张小张跟亲闺女也差不多了
451,12,20,和平,您是长辈别说您要安热水器要铺地板您就是想放把火把这屋子给点喽兹公安局不抓您我们有什么呀对不对？
452,12,21,和平,您把这归置归置啊我上单位瞅瞅去
453,12,22,傅明,别别别别我就是贪大求洋好大喜功
454,12,23,傅明,经验是深刻的错误是沉痛的归结起来我的错误主要就在于，
455,12,24,圆圆,爷爷您的错误主要是在于吃饱了撑的
456,12,25,圆圆,我上学去了
457,12,26,傅明,你怎么那么说爷爷你
458,12,27,志国,回来
459,12,28,和平,行了，爸，您也甭检查啦反正您这几十年在这家里建立起来点儿威信呢也基本上完啦
460,12,29,和平,您这一辈子呢也基本上算白干啦
461,12,30,傅明,不不不我作为这个家里的主要负责人，
462,12,31,志新,什么，什么？您还想当负责人？
463,12,32,志新,我宣布啊就地免职您从前所作出的一切决定一律作废
464,12,33,志新,我可以每月不往家交钱喽
465,12,34,傅明,是想把我一棍子打死嘛还想挟私报复
